cisp;mes;ano;munic;regiao;roubo_veiculo;flag
139;4;2003;Porciúncula;Interior;0;menos
140;4;2003;"Natividade;Varre-Sai";Interior;0;menos
141;4;2003;São Fidélis;Interior;1;mais ou menos
142;4;2003;Cambuci;Interior;0;menos
143;4;2003;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";Interior;0;menos
144;4;2003;Bom Jesus de Itabapoana;Interior;0;menos
145;4;2003;São João da Barra;Interior;0;menos
146;4;2003;"Campos dos Goytacazes;São Francisco de Itabapoana";Interior;7;mais ou menos
151;4;2003;Nova Friburgo;Interior;2;mais ou menos
152;4;2003;Duas Barras;Interior;0;menos
153;4;2003;Cantagalo;Interior;0;menos
154;4;2003;"Cordeiro;Macuco";Interior;0;menos
155;4;2003;São Sebastião do Alto;Interior;0;menos
156;4;2003;Santa Maria Madalena;Interior;0;menos
157;4;2003;Trajano de Morais;Interior;0;menos
158;4;2003;Bom Jardim;Interior;0;menos
159;4;2003;Cachoeiras de Macacu;Interior;1;mais ou menos
165;4;2003;Mangaratiba;Interior;0;menos
166;4;2003;Angra dos Reis;Interior;0;menos
167;4;2003;Paraty;Interior;1;mais ou menos
168;4;2003;Rio Claro;Interior;0;menos
1;5;2003;Rio de Janeiro;Capital;2;mais ou menos
4;5;2003;Rio de Janeiro;Capital;10;mais ou menos
5;5;2003;Rio de Janeiro;Capital;6;mais ou menos
6;5;2003;Rio de Janeiro;Capital;36;mais
7;5;2003;Rio de Janeiro;Capital;20;mais ou menos
9;5;2003;Rio de Janeiro;Capital;30;mais
10;5;2003;Rio de Janeiro;Capital;11;mais ou menos
12;5;2003;Rio de Janeiro;Capital;1;mais ou menos
13;5;2003;Rio de Janeiro;Capital;4;mais ou menos
14;5;2003;Rio de Janeiro;Capital;14;mais ou menos
15;5;2003;Rio de Janeiro;Capital;7;mais ou menos
16;5;2003;Rio de Janeiro;Capital;47;mais
17;5;2003;Rio de Janeiro;Capital;41;mais
18;5;2003;Rio de Janeiro;Capital;31;mais
19;5;2003;Rio de Janeiro;Capital;25;mais
20;5;2003;Rio de Janeiro;Capital;68;mais
21;5;2003;Rio de Janeiro;Capital;184;mais
22;5;2003;Rio de Janeiro;Capital;119;mais
23;5;2003;Rio de Janeiro;Capital;117;mais
24;5;2003;Rio de Janeiro;Capital;122;mais
25;5;2003;Rio de Janeiro;Capital;92;mais
26;5;2003;Rio de Janeiro;Capital;0;menos
27;5;2003;Rio de Janeiro;Capital;143;mais
28;5;2003;Rio de Janeiro;Capital;46;mais
29;5;2003;Rio de Janeiro;Capital;68;mais
30;5;2003;Rio de Janeiro;Capital;92;mais
31;5;2003;Rio de Janeiro;Capital;3;mais ou menos
32;5;2003;Rio de Janeiro;Capital;31;mais
33;5;2003;Rio de Janeiro;Capital;57;mais
34;5;2003;Rio de Janeiro;Capital;132;mais
35;5;2003;Rio de Janeiro;Capital;94;mais
36;5;2003;Rio de Janeiro;Capital;42;mais
37;5;2003;Rio de Janeiro;Capital;142;mais
38;5;2003;Rio de Janeiro;Capital;122;mais
39;5;2003;Rio de Janeiro;Capital;83;mais
40;5;2003;Rio de Janeiro;Capital;58;mais
41;5;2003;Rio de Janeiro;Capital;34;mais
43;5;2003;Rio de Janeiro;Capital;0;menos
44;5;2003;Rio de Janeiro;Capital;112;mais
48;5;2003;Seropédica;Baixada Fluminense;13;mais ou menos
50;5;2003;Itaguaí;Baixada Fluminense;4;mais ou menos
51;5;2003;Paracambi;Baixada Fluminense;3;mais ou menos
52;5;2003;Nova Iguaçu;Baixada Fluminense;53;mais
53;5;2003;Mesquita;Baixada Fluminense;22;mais ou menos
54;5;2003;Belford Roxo;Baixada Fluminense;41;mais
55;5;2003;"Queimados;Japeri";Baixada Fluminense;13;mais ou menos
56;5;2003;Nova Iguaçu;Baixada Fluminense;33;mais
57;5;2003;Nilópolis;Baixada Fluminense;41;mais
58;5;2003;Nova Iguaçu;Baixada Fluminense;51;mais
59;5;2003;Duque de Caxias;Baixada Fluminense;157;mais
60;5;2003;Duque de Caxias;Baixada Fluminense;40;mais
61;5;2003;Duque de Caxias;Baixada Fluminense;3;mais ou menos
62;5;2003;Duque de Caxias;Baixada Fluminense;14;mais ou menos
64;5;2003;São João de Meriti;Baixada Fluminense;69;mais
65;5;2003;"Magé;Guapimirim";Baixada Fluminense;14;mais ou menos
66;5;2003;Magé;Baixada Fluminense;9;mais ou menos
71;5;2003;"Itaboraí;Tanguá";Interior;29;mais
72;5;2003;São Gonçalo;Grande Niterói;47;mais
73;5;2003;São Gonçalo;Grande Niterói;23;mais ou menos
74;5;2003;São Gonçalo;Grande Niterói;29;mais
75;5;2003;São Gonçalo;Grande Niterói;8;mais ou menos
76;5;2003;Niterói;Grande Niterói;13;mais ou menos
77;5;2003;Niterói;Grande Niterói;20;mais ou menos
78;5;2003;Niterói;Grande Niterói;23;mais ou menos
79;5;2003;Niterói;Grande Niterói;8;mais ou menos
81;5;2003;Niterói;Grande Niterói;12;mais ou menos
82;5;2003;Maricá;Grande Niterói;11;mais ou menos
88;5;2003;Barra do Pirai;Interior;0;menos
89;5;2003;Resende;Interior;7;mais ou menos
90;5;2003;Barra Mansa;Interior;4;mais ou menos
91;5;2003;Valença;Interior;0;menos
92;5;2003;Rio das Flores;Interior;0;menos
93;5;2003;Volta Redonda;Interior;6;mais ou menos
94;5;2003;"Piraí;Pinheiral";Interior;5;mais ou menos
95;5;2003;Vassouras;Interior;2;mais ou menos
96;5;2003;"Miguel Pereira;Paty dos Alferes";Interior;0;menos
97;5;2003;Mendes;Interior;0;menos
98;5;2003;Engenheiro Paulo de Frontin;Interior;1;mais ou menos
99;5;2003;Itatiaia;Interior;0;menos
100;5;2003;"Porto Real;Quatis";Interior;0;menos
104;5;2003;São José do Vale do Rio Preto;Interior;0;menos
105;5;2003;Petrópolis;Interior;6;mais ou menos
106;5;2003;Petrópolis;Interior;2;mais ou menos
107;5;2003;Paraíba do Sul;Interior;3;mais ou menos
108;5;2003;"Comendador Levy Gasparian;Areal;Três Rios";Interior;6;mais ou menos
109;5;2003;Sapucaia;Interior;3;mais ou menos
110;5;2003;Teresópolis;Interior;5;mais ou menos
111;5;2003;Sumidouro;Interior;1;mais ou menos
112;5;2003;Carmo;Interior;0;menos
118;5;2003;Araruama;Interior;6;mais ou menos
119;5;2003;Rio Bonito;Interior;4;mais ou menos
120;5;2003;Silva Jardim;Interior;3;mais ou menos
121;5;2003;Casimiro de Abreu;Interior;3;mais ou menos
122;5;2003;Conceição de Macabú;Interior;1;mais ou menos
123;5;2003;"Macaé;Quissamã;Carapebus";Interior;6;mais ou menos
124;5;2003;Saquarema;Interior;2;mais ou menos
125;5;2003;São Pedro da Aldeia;Interior;2;mais ou menos
126;5;2003;"Cabo Frio;Arraial do Cabo";Interior;8;mais ou menos
127;5;2003;Armação dos Búzios;Interior;3;mais ou menos
128;5;2003;Rio das Ostras;Interior;4;mais ou menos
129;5;2003;Iguaba Grande;Interior;1;mais ou menos
134;5;2003;Campos dos Goytacazes;Interior;10;mais ou menos
135;5;2003;Itaocara;Interior;0;menos
136;5;2003;"Santo Antônio de Pádua;Aperibé";Interior;0;menos
137;5;2003;Miracema;Interior;0;menos
138;5;2003;Laje do Muriaé;Interior;0;menos
139;5;2003;Porciúncula;Interior;0;menos
140;5;2003;"Natividade;Varre-Sai";Interior;0;menos
141;5;2003;São Fidélis;Interior;0;menos
142;5;2003;Cambuci;Interior;0;menos
143;5;2003;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";Interior;0;menos
144;5;2003;Bom Jesus de Itabapoana;Interior;0;menos
145;5;2003;São João da Barra;Interior;0;menos
146;5;2003;"Campos dos Goytacazes;São Francisco de Itabapoana";Interior;5;mais ou menos
151;5;2003;Nova Friburgo;Interior;2;mais ou menos
152;5;2003;Duas Barras;Interior;0;menos
153;5;2003;Cantagalo;Interior;0;menos
154;5;2003;"Cordeiro;Macuco";Interior;0;menos
155;5;2003;São Sebastião do Alto;Interior;0;menos
156;5;2003;Santa Maria Madalena;Interior;0;menos
157;5;2003;Trajano de Morais;Interior;0;menos
158;5;2003;Bom Jardim;Interior;0;menos
159;5;2003;Cachoeiras de Macacu;Interior;3;mais ou menos
165;5;2003;Mangaratiba;Interior;1;mais ou menos
166;5;2003;Angra dos Reis;Interior;3;mais ou menos
167;5;2003;Paraty;Interior;0;menos
168;5;2003;Rio Claro;Interior;0;menos
1;6;2003;Rio de Janeiro;Capital;4;mais ou menos
4;6;2003;Rio de Janeiro;Capital;11;mais ou menos
5;6;2003;Rio de Janeiro;Capital;10;mais ou menos
6;6;2003;Rio de Janeiro;Capital;24;mais
7;6;2003;Rio de Janeiro;Capital;12;mais ou menos
9;6;2003;Rio de Janeiro;Capital;25;mais
10;6;2003;Rio de Janeiro;Capital;17;mais ou menos
12;6;2003;Rio de Janeiro;Capital;2;mais ou menos
13;6;2003;Rio de Janeiro;Capital;2;mais ou menos
14;6;2003;Rio de Janeiro;Capital;10;mais ou menos
15;6;2003;Rio de Janeiro;Capital;7;mais ou menos
16;6;2003;Rio de Janeiro;Capital;37;mais
17;6;2003;Rio de Janeiro;Capital;33;mais
18;6;2003;Rio de Janeiro;Capital;27;mais
19;6;2003;Rio de Janeiro;Capital;20;mais ou menos
20;6;2003;Rio de Janeiro;Capital;51;mais
21;6;2003;Rio de Janeiro;Capital;108;mais
22;6;2003;Rio de Janeiro;Capital;146;mais
23;6;2003;Rio de Janeiro;Capital;90;mais
24;6;2003;Rio de Janeiro;Capital;93;mais
25;6;2003;Rio de Janeiro;Capital;46;mais
26;6;2003;Rio de Janeiro;Capital;0;menos
27;6;2003;Rio de Janeiro;Capital;122;mais
28;6;2003;Rio de Janeiro;Capital;58;mais
29;6;2003;Rio de Janeiro;Capital;61;mais
30;6;2003;Rio de Janeiro;Capital;80;mais
31;6;2003;Rio de Janeiro;Capital;2;mais ou menos
32;6;2003;Rio de Janeiro;Capital;39;mais
33;6;2003;Rio de Janeiro;Capital;52;mais
34;6;2003;Rio de Janeiro;Capital;75;mais
35;6;2003;Rio de Janeiro;Capital;67;mais
36;6;2003;Rio de Janeiro;Capital;32;mais
37;6;2003;Rio de Janeiro;Capital;117;mais
38;6;2003;Rio de Janeiro;Capital;110;mais
39;6;2003;Rio de Janeiro;Capital;101;mais
40;6;2003;Rio de Janeiro;Capital;68;mais
41;6;2003;Rio de Janeiro;Capital;26;mais
43;6;2003;Rio de Janeiro;Capital;0;menos
44;6;2003;Rio de Janeiro;Capital;86;mais
48;6;2003;Seropédica;Baixada Fluminense;10;mais ou menos
50;6;2003;Itaguaí;Baixada Fluminense;5;mais ou menos
51;6;2003;Paracambi;Baixada Fluminense;2;mais ou menos
52;6;2003;Nova Iguaçu;Baixada Fluminense;74;mais
53;6;2003;Mesquita;Baixada Fluminense;23;mais ou menos
54;6;2003;Belford Roxo;Baixada Fluminense;50;mais
55;6;2003;"Queimados;Japeri";Baixada Fluminense;12;mais ou menos
56;6;2003;Nova Iguaçu;Baixada Fluminense;35;mais
57;6;2003;Nilópolis;Baixada Fluminense;22;mais ou menos
58;6;2003;Nova Iguaçu;Baixada Fluminense;50;mais
59;6;2003;Duque de Caxias;Baixada Fluminense;108;mais
60;6;2003;Duque de Caxias;Baixada Fluminense;30;mais
61;6;2003;Duque de Caxias;Baixada Fluminense;9;mais ou menos
62;6;2003;Duque de Caxias;Baixada Fluminense;16;mais ou menos
64;6;2003;São João de Meriti;Baixada Fluminense;74;mais
65;6;2003;"Magé;Guapimirim";Baixada Fluminense;14;mais ou menos
66;6;2003;Magé;Baixada Fluminense;7;mais ou menos
71;6;2003;"Itaboraí;Tanguá";Interior;26;mais
72;6;2003;São Gonçalo;Grande Niterói;52;mais
73;6;2003;São Gonçalo;Grande Niterói;13;mais ou menos
74;6;2003;São Gonçalo;Grande Niterói;30;mais
75;6;2003;São Gonçalo;Grande Niterói;10;mais ou menos
76;6;2003;Niterói;Grande Niterói;7;mais ou menos
77;6;2003;Niterói;Grande Niterói;21;mais ou menos
78;6;2003;Niterói;Grande Niterói;30;mais
79;6;2003;Niterói;Grande Niterói;7;mais ou menos
81;6;2003;Niterói;Grande Niterói;7;mais ou menos
82;6;2003;Maricá;Grande Niterói;4;mais ou menos
88;6;2003;Barra do Pirai;Interior;0;menos
89;6;2003;Resende;Interior;4;mais ou menos
90;6;2003;Barra Mansa;Interior;0;menos
91;6;2003;Valença;Interior;0;menos
92;6;2003;Rio das Flores;Interior;0;menos
93;6;2003;Volta Redonda;Interior;7;mais ou menos
94;6;2003;"Piraí;Pinheiral";Interior;8;mais ou menos
95;6;2003;Vassouras;Interior;0;menos
96;6;2003;"Miguel Pereira;Paty dos Alferes";Interior;0;menos
97;6;2003;Mendes;Interior;0;menos
98;6;2003;Engenheiro Paulo de Frontin;Interior;0;menos
99;6;2003;Itatiaia;Interior;0;menos
100;6;2003;"Porto Real;Quatis";Interior;0;menos
104;6;2003;São José do Vale do Rio Preto;Interior;0;menos
105;6;2003;Petrópolis;Interior;1;mais ou menos
106;6;2003;Petrópolis;Interior;1;mais ou menos
107;6;2003;Paraíba do Sul;Interior;0;menos
108;6;2003;"Comendador Levy Gasparian;Areal;Três Rios";Interior;4;mais ou menos
109;6;2003;Sapucaia;Interior;3;mais ou menos
110;6;2003;Teresópolis;Interior;2;mais ou menos
111;6;2003;Sumidouro;Interior;0;menos
112;6;2003;Carmo;Interior;0;menos
118;6;2003;Araruama;Interior;1;mais ou menos
119;6;2003;Rio Bonito;Interior;0;menos
120;6;2003;Silva Jardim;Interior;1;mais ou menos
121;6;2003;Casimiro de Abreu;Interior;3;mais ou menos
122;6;2003;Conceição de Macabú;Interior;1;mais ou menos
123;6;2003;"Macaé;Quissamã;Carapebus";Interior;5;mais ou menos
124;6;2003;Saquarema;Interior;2;mais ou menos
125;6;2003;São Pedro da Aldeia;Interior;1;mais ou menos
126;6;2003;"Cabo Frio;Arraial do Cabo";Interior;4;mais ou menos
127;6;2003;Armação dos Búzios;Interior;0;menos
128;6;2003;Rio das Ostras;Interior;1;mais ou menos
129;6;2003;Iguaba Grande;Interior;0;menos
134;6;2003;Campos dos Goytacazes;Interior;7;mais ou menos
135;6;2003;Itaocara;Interior;1;mais ou menos
136;6;2003;"Santo Antônio de Pádua;Aperibé";Interior;0;menos
137;6;2003;Miracema;Interior;0;menos
138;6;2003;Laje do Muriaé;Interior;0;menos
139;6;2003;Porciúncula;Interior;0;menos
140;6;2003;"Natividade;Varre-Sai";Interior;0;menos
141;6;2003;São Fidélis;Interior;0;menos
142;6;2003;Cambuci;Interior;0;menos
143;6;2003;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";Interior;0;menos
144;6;2003;Bom Jesus de Itabapoana;Interior;0;menos
145;6;2003;São João da Barra;Interior;0;menos
146;6;2003;"Campos dos Goytacazes;São Francisco de Itabapoana";Interior;4;mais ou menos
151;6;2003;Nova Friburgo;Interior;1;mais ou menos
152;6;2003;Duas Barras;Interior;1;mais ou menos
153;6;2003;Cantagalo;Interior;1;mais ou menos
154;6;2003;"Cordeiro;Macuco";Interior;0;menos
155;6;2003;São Sebastião do Alto;Interior;0;menos
156;6;2003;Santa Maria Madalena;Interior;0;menos
157;6;2003;Trajano de Morais;Interior;0;menos
158;6;2003;Bom Jardim;Interior;0;menos
159;6;2003;Cachoeiras de Macacu;Interior;1;mais ou menos
165;6;2003;Mangaratiba;Interior;0;menos
166;6;2003;Angra dos Reis;Interior;2;mais ou menos
167;6;2003;Paraty;Interior;0;menos
168;6;2003;Rio Claro;Interior;0;menos
1;7;2003;Rio de Janeiro;Capital;8;mais ou menos
4;7;2003;Rio de Janeiro;Capital;14;mais ou menos
5;7;2003;Rio de Janeiro;Capital;4;mais ou menos
6;7;2003;Rio de Janeiro;Capital;50;mais
7;7;2003;Rio de Janeiro;Capital;28;mais
9;7;2003;Rio de Janeiro;Capital;44;mais
10;7;2003;Rio de Janeiro;Capital;25;mais
12;7;2003;Rio de Janeiro;Capital;3;mais ou menos
13;7;2003;Rio de Janeiro;Capital;2;mais ou menos
14;7;2003;Rio de Janeiro;Capital;14;mais ou menos
15;7;2003;Rio de Janeiro;Capital;15;mais ou menos
16;7;2003;Rio de Janeiro;Capital;35;mais
17;7;2003;Rio de Janeiro;Capital;32;mais
18;7;2003;Rio de Janeiro;Capital;29;mais
19;7;2003;Rio de Janeiro;Capital;32;mais
20;7;2003;Rio de Janeiro;Capital;55;mais
21;7;2003;Rio de Janeiro;Capital;140;mais
22;7;2003;Rio de Janeiro;Capital;110;mais
23;7;2003;Rio de Janeiro;Capital;109;mais
24;7;2003;Rio de Janeiro;Capital;45;mais
25;7;2003;Rio de Janeiro;Capital;70;mais
26;7;2003;Rio de Janeiro;Capital;0;menos
27;7;2003;Rio de Janeiro;Capital;104;mais
28;7;2003;Rio de Janeiro;Capital;56;mais
29;7;2003;Rio de Janeiro;Capital;49;mais
30;7;2003;Rio de Janeiro;Capital;73;mais
31;7;2003;Rio de Janeiro;Capital;5;mais ou menos
32;7;2003;Rio de Janeiro;Capital;19;mais ou menos
33;7;2003;Rio de Janeiro;Capital;59;mais
34;7;2003;Rio de Janeiro;Capital;83;mais
35;7;2003;Rio de Janeiro;Capital;57;mais
36;7;2003;Rio de Janeiro;Capital;27;mais
37;7;2003;Rio de Janeiro;Capital;97;mais
38;7;2003;Rio de Janeiro;Capital;80;mais
39;7;2003;Rio de Janeiro;Capital;91;mais
40;7;2003;Rio de Janeiro;Capital;55;mais
41;7;2003;Rio de Janeiro;Capital;37;mais
43;7;2003;Rio de Janeiro;Capital;0;menos
44;7;2003;Rio de Janeiro;Capital;93;mais
48;7;2003;Seropédica;Baixada Fluminense;8;mais ou menos
50;7;2003;Itaguaí;Baixada Fluminense;10;mais ou menos
51;7;2003;Paracambi;Baixada Fluminense;0;menos
52;7;2003;Nova Iguaçu;Baixada Fluminense;50;mais
53;7;2003;Mesquita;Baixada Fluminense;27;mais
54;7;2003;Belford Roxo;Baixada Fluminense;34;mais
55;7;2003;"Queimados;Japeri";Baixada Fluminense;6;mais ou menos
56;7;2003;Nova Iguaçu;Baixada Fluminense;32;mais
57;7;2003;Nilópolis;Baixada Fluminense;32;mais
58;7;2003;Nova Iguaçu;Baixada Fluminense;45;mais
59;7;2003;Duque de Caxias;Baixada Fluminense;107;mais
60;7;2003;Duque de Caxias;Baixada Fluminense;33;mais
61;7;2003;Duque de Caxias;Baixada Fluminense;2;mais ou menos
62;7;2003;Duque de Caxias;Baixada Fluminense;10;mais ou menos
64;7;2003;São João de Meriti;Baixada Fluminense;31;mais
65;7;2003;"Magé;Guapimirim";Baixada Fluminense;5;mais ou menos
66;7;2003;Magé;Baixada Fluminense;7;mais ou menos
71;7;2003;"Itaboraí;Tanguá";Interior;20;mais ou menos
72;7;2003;São Gonçalo;Grande Niterói;37;mais
73;7;2003;São Gonçalo;Grande Niterói;15;mais ou menos
74;7;2003;São Gonçalo;Grande Niterói;24;mais
75;7;2003;São Gonçalo;Grande Niterói;12;mais ou menos
76;7;2003;Niterói;Grande Niterói;9;mais ou menos
77;7;2003;Niterói;Grande Niterói;16;mais ou menos
78;7;2003;Niterói;Grande Niterói;17;mais ou menos
79;7;2003;Niterói;Grande Niterói;6;mais ou menos
81;7;2003;Niterói;Grande Niterói;9;mais ou menos
82;7;2003;Maricá;Grande Niterói;8;mais ou menos
88;7;2003;Barra do Pirai;Interior;1;mais ou menos
89;7;2003;Resende;Interior;4;mais ou menos
90;7;2003;Barra Mansa;Interior;5;mais ou menos
91;7;2003;Valença;Interior;0;menos
92;7;2003;Rio das Flores;Interior;0;menos
93;7;2003;Volta Redonda;Interior;5;mais ou menos
94;7;2003;"Piraí;Pinheiral";Interior;5;mais ou menos
95;7;2003;Vassouras;Interior;0;menos
96;7;2003;"Miguel Pereira;Paty dos Alferes";Interior;1;mais ou menos
97;7;2003;Mendes;Interior;1;mais ou menos
98;7;2003;Engenheiro Paulo de Frontin;Interior;0;menos
99;7;2003;Itatiaia;Interior;1;mais ou menos
100;7;2003;"Porto Real;Quatis";Interior;0;menos
104;7;2003;São José do Vale do Rio Preto;Interior;1;mais ou menos
105;7;2003;Petrópolis;Interior;4;mais ou menos
106;7;2003;Petrópolis;Interior;1;mais ou menos
107;7;2003;Paraíba do Sul;Interior;1;mais ou menos
108;7;2003;"Comendador Levy Gasparian;Areal;Três Rios";Interior;4;mais ou menos
109;7;2003;Sapucaia;Interior;1;mais ou menos
110;7;2003;Teresópolis;Interior;5;mais ou menos
111;7;2003;Sumidouro;Interior;0;menos
112;7;2003;Carmo;Interior;1;mais ou menos
118;7;2003;Araruama;Interior;3;mais ou menos
119;7;2003;Rio Bonito;Interior;4;mais ou menos
120;7;2003;Silva Jardim;Interior;3;mais ou menos
121;7;2003;Casimiro de Abreu;Interior;2;mais ou menos
122;7;2003;Conceição de Macabú;Interior;3;mais ou menos
123;7;2003;"Macaé;Quissamã;Carapebus";Interior;6;mais ou menos
124;7;2003;Saquarema;Interior;0;menos
125;7;2003;São Pedro da Aldeia;Interior;2;mais ou menos
126;7;2003;"Cabo Frio;Arraial do Cabo";Interior;1;mais ou menos
127;7;2003;Armação dos Búzios;Interior;0;menos
128;7;2003;Rio das Ostras;Interior;4;mais ou menos
129;7;2003;Iguaba Grande;Interior;0;menos
134;7;2003;Campos dos Goytacazes;Interior;7;mais ou menos
135;7;2003;Itaocara;Interior;0;menos
136;7;2003;"Santo Antônio de Pádua;Aperibé";Interior;1;mais ou menos
137;7;2003;Miracema;Interior;0;menos
138;7;2003;Laje do Muriaé;Interior;0;menos
139;7;2003;Porciúncula;Interior;0;menos
140;7;2003;"Natividade;Varre-Sai";Interior;0;menos
141;7;2003;São Fidélis;Interior;0;menos
142;7;2003;Cambuci;Interior;0;menos
143;7;2003;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";Interior;1;mais ou menos
144;7;2003;Bom Jesus de Itabapoana;Interior;0;menos
145;7;2003;São João da Barra;Interior;1;mais ou menos
146;7;2003;"Campos dos Goytacazes;São Francisco de Itabapoana";Interior;0;menos
151;7;2003;Nova Friburgo;Interior;0;menos
152;7;2003;Duas Barras;Interior;0;menos
153;7;2003;Cantagalo;Interior;0;menos
154;7;2003;"Cordeiro;Macuco";Interior;0;menos
155;7;2003;São Sebastião do Alto;Interior;0;menos
156;7;2003;Santa Maria Madalena;Interior;0;menos
157;7;2003;Trajano de Morais;Interior;0;menos
158;7;2003;Bom Jardim;Interior;0;menos
159;7;2003;Cachoeiras de Macacu;Interior;0;menos
165;7;2003;Mangaratiba;Interior;0;menos
166;7;2003;Angra dos Reis;Interior;0;menos
167;7;2003;Paraty;Interior;1;mais ou menos
168;7;2003;Rio Claro;Interior;0;menos
1;8;2003;Rio de Janeiro;Capital;3;mais ou menos
4;8;2003;Rio de Janeiro;Capital;5;mais ou menos
5;8;2003;Rio de Janeiro;Capital;6;mais ou menos
6;8;2003;Rio de Janeiro;Capital;23;mais ou menos
7;8;2003;Rio de Janeiro;Capital;14;mais ou menos
9;8;2003;Rio de Janeiro;Capital;31;mais
10;8;2003;Rio de Janeiro;Capital;11;mais ou menos
12;8;2003;Rio de Janeiro;Capital;1;mais ou menos
13;8;2003;Rio de Janeiro;Capital;1;mais ou menos
14;8;2003;Rio de Janeiro;Capital;12;mais ou menos
15;8;2003;Rio de Janeiro;Capital;4;mais ou menos
16;8;2003;Rio de Janeiro;Capital;31;mais
17;8;2003;Rio de Janeiro;Capital;32;mais
18;8;2003;Rio de Janeiro;Capital;33;mais
19;8;2003;Rio de Janeiro;Capital;38;mais
20;8;2003;Rio de Janeiro;Capital;42;mais
21;8;2003;Rio de Janeiro;Capital;102;mais
22;8;2003;Rio de Janeiro;Capital;125;mais
23;8;2003;Rio de Janeiro;Capital;105;mais
24;8;2003;Rio de Janeiro;Capital;83;mais
25;8;2003;Rio de Janeiro;Capital;57;mais
26;8;2003;Rio de Janeiro;Capital;0;menos
27;8;2003;Rio de Janeiro;Capital;142;mais
28;8;2003;Rio de Janeiro;Capital;56;mais
29;8;2003;Rio de Janeiro;Capital;48;mais
